4.1.2	The Story of Zahhadk and his Father	HISTOIRE DE ZOHAK ET DE SON PÈRE.	1.39	4
4.1.3	How <rs type="divinity">Iblis</rs> turned Cook	IBLIS SE PRÉSENTE COMME CUISINIER.	1.43	4
4.1.4	How the Fortunes of <persName>Jamshid</persName> went to Wrack	MORT DE DJEMSCHID.	1.46	4
5.1.1	The Evil Customs of <persName>Zahhak</persName> and the Device of <persName>Irma'il</persName> and <persName>Karma'il</persName>	<xref n="5.1.1"/>		5
5.1.2	How Zuahhék saw <persName>Faridun</persName> in a Dream	ZOHAK VOIT FERIDOUN EN RÊVE.	1.51	5
5.1.3	The Birth of <persName>Faridun</persName>	NAISSANCE DE FERIDOUN.	1.56	5
5.1.4	How <persName>Faridun</persName> questioned his Mother about his Origin	FERIDOUN QUESTIONNE SA MÈRE SUR SON LIGNAGE.	1.59	5
5.1.5	The Story of <persName>Zahhak</persName> and <persName>Kawa</persName> the Smith	HISTOIRE DE ZOHAK ET DE KAWEH LE FORGERON.	1.61	5
5.1.6	How <persName>Faridun</persName> went to Battle with <persName>Zahhak</persName>	FERIDOUN SE MET EN MARCHE POUR COMBATTRE ZOHAK.	1.68	5
5.1.7	How <persName>Faridun</persName> saw the Sisters of <persName>Jamshid</persName>	FERIDOUN VOIT LES FILLES DE DJEMSCHID.	1.72	5
5.1.8	The Story of Faridiéin and the Minister of <persName>Zahhak</persName>	CE QUI SE PASSA ENTRE FERIDOUN ET LE LIEUTENANT DE ZOHAK.	1.75	5
5.1.9	How <persName>Faridun</persName> bound <persName>Zahhak</persName>	FERIDOUN ENCHAÎNE ZOHAK.	1.79	5
6.1.1	How <persName>Faridun</persName> ascended the Throne	AVÉNEMENT DE FERIDOUN AU TRÔNE.	1.85	6
6.1.2	How <persName>Faridun</persName> sent <persName>Jandal</persName> to <placeName>Yaman</placeName>	FERIDOUN ENVOIE DJENDIL DANS LE YEMEN.	1.88	6
6.1.3	How the King of <placeName>Yaman</placeName> answered <persName>Jandal</persName>	RÉPONSE QUE LE ROI DE IEMEN DONNE À L’ENVOYÉ DE FERIDOUN.	1.94	6
6.1.4	How the Sons of <persName>Faridun</persName> went to the King of <placeName>Yaman</placeName>	LES FILS DE FERIDOUN SE RENDENT AUPRÈS DU ROI DE IEMEN.	1.97	6
6.1.5	How <persName>Sarv</persName> proved the Sons of <persName>Faridun</persName> by Sorcery	SERV ESSAYE SA MAGIE CONTRE LES FILS DE FERIDOUN.	1.98	6
6.1.6	How <persName>Faridun</persName> made Trial of his Sons	FERIDOUN MET SES FILS À L'ÉPREUVE.	1.101	6
6.1.7	How <persName>Faridun</persName> divided the World among his Sons	FERIDOUN DISTRIBUE LA TERRE ENTRE SES FILS.	1.104	6
6.1.8	How <persName>Salm</persName> grew Envious of Traj	JALOUSIE DE SELM CONTRE IREDJ.	1.105	6
6.1.9	How <persName>Salm</persName> and <persName>Tur</persName> sent a Message to <persName>Faridun</persName>	MESSAGE DE SELM ET DE TOUR À FERIDOUN.	1.108	6
6.1.10	How <persName>Faridun</persName> made Answer to his Sons	RÉPONSE DE FERIDOUN À S£S FILS.	1.111	6
6.1.11	How <persName>Iraj</persName> went to his Brothers	IREDJ SE REND AUPRÈS DE SES FRÈRES.	1.116	6
6.1.12	How <persName>Iraj</persName> was Slain by his Brothers	IREDJ EST ASSASSINÉ PAR SES FRÈRES.	1.119	6
6.1.13	How <persName>Faridun</persName> received Tidings of the Murder of <persName>Iraj</persName>	FERIDOUN REÇOIT LA NOUVELLE DE LA MORT D’IREDJ.	1.122	6
6.1.14	How a Daughter was Born to <persName>Iraj</persName>	NAISSANCE D'UNE FILLE D’IREDJ.	1.125	6
6.1.15	The Birth of Mintichihr	NAISSANCE DE MINOUTCHEHR.	1.126	6
6.1.16	How <persName>Salm</persName> and <persName>Tur</persName> had Tidings of <persName>Minuchihr</persName>	SELM ET TOUR ONT NOUVELLE DE MINOUTCHEHR.	1.128	6
6.1.17	How <persName>Faridun</persName> received his Sons' Message	LES FILS DE FERIDOUN LUI ENVOIENT UN MESSAGE.	1.131	6
6.1.18	How <persName>Faridun</persName> made Answer to his Sons	RÉPONSE DE FERIDOUN À SES FILS.	1.132	6
6.1.19	How Faridién sent <persName>Minuchihr</persName> to fight <persName>Tur</persName> and <persName>Salm</persName>	FERIDOUN ENVOIE MINOUTCHEHR POUR COMBATTRE TOUR ET SELY.	1.139	6
6.1.20	How <persName>Minuchihr</persName> attacked the Host of Tiir	MINOUTCHEHR ATTAQUE L'ARMÉE DE TOUR.	1.142	6
6.1.21	How <persName>Tur</persName> was Slain by the Hand of Menichihr	TOUR EST TUÉ DE LA MAIN DE MINOUTCHEBR.	1.145	6
6.1.22	How <persName>Minuchihr</persName> wrote to Announce his Victory to <persName>Faridun</persName>	MINOUTCHEHR ANNONCE SA VICTOIRE À FERIDOUN.	1.147	6
6.1.23	How <persName>Karan</persName> took the Castle of the Alans	KAREN PREND LA FORTERESSE DES ALAINS.	1.149	6
6.1.24	How <persName>Kakwi</persName>, the Grandson of <persName>Zahhak</persName>, attacked	ATTAQUE FAITE PAR KAKOUI, PETIT-FILS DE ZOHAK.	1.152	6
6.1.25	How <persName>Salm</persName> fled and was Slain by the Hand of <persName>Minuchihr</persName>	SELM S'ENFUIT ET MEURT DE LA MAIN DE MINOUTCHEHR.	1.155	6
6.1.26	How the Head of <persName>Salm</persName> was sent to <persName>Faridun</persName>	MINOUTCHEHR ENVOIE LA TÊTE DE SELM À FERIDOUN.	1.158	6
6.1.27	The Death of <persName>Faridun</persName>	MORT DE FERIDOUN.	1.162	6
7.1.1	How <persName>Minuchihr</persName> ascended the Throne and made an Oration	<xref n="7.1.1"/>	1.162	7
7.1.2	The Birth of <persName>Zal</persName>	NAISSANCE DE ZAL.	1.167	7
7.1.3	How <persName>Sam</persName> had a Dream touching the Case of his Son	SAM VOIT SON FILS EN SONGE.	1.171	7
7.1.4	How <persName>Minuchihr</persName> took Knowledge of the Case of <persName>Sam</persName> and <persName>Zal</persName>	MINOUTCHEHR APPREND L’HISTOIRE DE SAM ET DE ZAL-ZER.	1.178	7
7.1.5	How <persName>Zal</persName> went back to <placeName>Zabulistan</placeName>	RETOUR DE ZAL DANS LE ZABOULISTAN.	1.182	7
7.1.6	How <persName>Sam</persName> gave the Kingdom to <persName>Zal</persName>	SAM CONFIE SON ROYAUME À ZAL.	1.184	7
7.1.7	How <persName>Zal</persName> visited <persName>Mihrab</persName> of <placeName>Kabul</placeName>	ZAL VA VISITER MIHRAB, ROI DE KABOUL.	1.188	7
7.1.8	How <persName>Rudaba</persName> took Counsel with her Damsels	ROUDABEH TIENT CONSBIL AVEC SES ESCLAVES.	1.192	7
7.1.9	How <persName>Rudaba</persName>'s Damsels went to see Zaél	LES ESCLAVES DE ROUDABEH VONT VOIR ZAL-ZER.	1.197	7
7.1.10	How the Damsels returned to <persName>Rudaba</persName>	RETOUR DES ESCLAVES AUPRÈS DE ROUDABEB.	1.203	7
7.1.11	How <persName>Zal</persName> went to <persName>Rudaba</persName>	ZAL VA VOIR ROUDABEH.	1.206	7
7.1.12	How <persName>Zal</persName> consulted the Archimages in the Matter	ZAL CONSULTE LES MOBEDS AU SUJET DE ROUDABEH.	1.21	7
7.1.13	How <persName>Zal</persName> wrote to <persName>Sam</persName> to Explain the Case	ZAL ÉCRIT À SAM POUR LUI EXPOSER SA POSITION.	1.214	7
7.1.14	How <persName>Sam</persName> consulted the Archmages in the Matter of <persName>Zal</persName>	SAM CONSULTE LES MOBEDS RELATIVEMENT À ZAL.	1.218	7
7.1.15	How <persName>Sindukht</persName> heard of the Case of <persName>Rudaba</persName>	SINDOKHT APPREND CE QUE ROUDABEH AVAIT FAIT.	1.221	7
7.1.16	How <persName>Mihrab</persName> was made Aware of his Daughter's Case	MIHRAB APPREND L'AVENTURE DE SA FILLE.	1.225	7
7.1.17	How <persName>Minuchihr</persName> heard of the Case of <persName>Zal</persName> and <persName>Rudaba</persName>	MINOUTCHENR APPREND L'AVENTURE DE ZAL ET DE ROUDABEH.	1.231	7
7.1.18	How <persName>Sam</persName> came to <persName>Minuchihr</persName>	SAM VIENT VOIR MINOUTCHEHR.	1.234	7
7.1.19	How <persName>Sam</persName> went to War against <persName>Mihrab</persName>	SAM PART POUR ALLER COMBATTRE MIRRAB.	1.238	7
7.1.20	How <persName>Zal</persName> went on a Mission to <persName>Minuchihr</persName>	ZAL VA EN AMBASSADE AUPRÈS DE MINOUTCHEHR.	1.242	7
7.1.21	How <persName>Mihrab</persName> was Wroth with <persName>Sindukht</persName>	COLÈRE DE MIHRAB CONTRE SINDOKHT.	1.248	7
7.1.22	How Sdém comforted <persName>Sindukht</persName>	SAM CONSOLE SINDOKET.	1.25	7
7.1.23	How <persName>Zal</persName> came to <persName>Minuchihr</persName> with <persName>Sam</persName>'s Letter	ZAL PORTE LA LETTRE DE SAM À MINOUTCHEHR.	1.257	7
7.1.24	How the Archmages questioned <persName>Zal</persName>	LES MOBEDS METTENT ZAL À L'ÉPREUVE.	1.259	7
7.1.25	How <persName>Zal</persName> answered the Archmages	ZAL RÉPOND AUX MOBEDS.	1.261	7
7.1.26	How <persName>Zal</persName> displayed his Accomplishment before <persName>Minuchihr</persName>	ZAL MONTRE SA PROUESSE DEVANT MINOUTCHEIR.	1.264	7
7.1.27	<persName>Minuchihr</persName>'s Answer to <persName>Sam</persName>'s Letter	RÉPONSE DE MINOUTCHEHR À LA LETTRE DE SAM.	1.267	7
7.1.28	How <persName>Zal</persName> came to <persName>Sam</persName>	ZAL ARRIVE AUPRÈS DE SAM.	1.27	7
7.1.29	The Story of the Birth of <persName>Rustam</persName>	NAISSANCE DU FILS DE ZAL.	1.275	7
7.1.30	How <persName>Sam</persName> came to see <persName>Rustam</persName>	SAM VA VOIR RUSTEM.	1.282	7
7.1.31	How <persName>Rustam</persName> slew the White Elephant	RUSTEM TUE L'ÉLÉPHANT BLANC.	1.286	7
7.1.32	How <persName>Rustam</persName> went to <placeName>Mount Sipand</placeName>	RUSTEM PART POUR LE MONT SIPEND.	1.291	7
7.1.33	How <persName>Rustam</persName> wrote a Letter announcing his Victory to <persName>Zal</persName>	RUSTEM ÉCRIT À ZAL POUR LUI ANNONCER SA VICTOIRE.	1.294	7
7.1.34	The Letter of <persName>Zal</persName> to <persName>Sam</persName>	LETTRE DE ZAL À SAM.	1.297	7
7.1.35	<persName>Minuchihr</persName>'s last Counsels to his Son	MINOUTCHEHR EXHORTE SON FILS EN MOURANT.	1.298	7
8.1.1	How <persName>Naudar</persName> succeeded to the Throne	NEWDER MONTE SUR LE TRÔNE.	1.302	8
8.1.2	How <persName>Pashang</persName> heard of the Death of <persName>Minuchihr</persName>	PESCHENG APPREND LA MORT DE MINOUTCHEHR.	1.307	8
8.1.3	How <persName>Afrasiyab</persName> came to the Land of <placeName>Iran</placeName>	AFRASIAB PART POUR L’IRAN.	1.311	8
8.1.4	How Barmdu and <persName>Kubad</persName> fought together and how <persName>Kubad</persName> was slain	COMBAT ENTRE KOBAD ET BARMAN, ET MORT DE KOBAD.	1.313	8
8.1.5	How <persName>Afrasiyab</persName> fought with <persName>Naudar</persName> the second Time	SECOND COMBAT D’AFRASIAB CONTRE NEWDER.	1.318	8
8.1.6	flow <persName>Naudar</persName> fought with <persName>Afrasiyab</persName> the third Time	TROISIÈME COMBAT DE NEWDER ET D’AFRASIAB.	1.321	8
8.1.7	How <persName>Naudar</persName> was taken by <persName>Afrasiyab</persName>	NEWDER TOMBE ENTRE LES MAINS D’AFRASIAB.	1.325	8
8.1.8	How <persName>Wisa</persName> found his Son that had been slain	WISEH TROUVE SON FILS MORT.	1.327	8
8.1.9	How <persName>Shamasas</persName> and <persName>Khazarwan</persName> invaded <placeName>Zabulistan</placeName>	EXPÉDITION DE SCHEMASAS ET DE KHAZARWAN DANS LE ZABOULISTAN.	1.329	8
8.1.10	How <persName>Zal</persName> came to help <persName>Mihrab</persName>	ZAL VIENT EN AIDE À MIHRAB.	1.331	8
8.1.11	How <persName>Naudar</persName> was slain by <persName>Afrasiyab</persName>	AFRASIAB ASSASSINE NEWDER.	1.334	8
8.1.12	How <persName>Zal</persName> had Tidings of the Death of <persName>Naudar</persName>	ZAL APPREND LA MORT DE NEWDER.	1.337	8
8.1.13	How <persName>Ighriras</persName> was slain by his Brother	MEURTRE D'AGHRIREZ PAR LA MAIN DE SON FRÈRE.	1.342	8
9.1.1	<persName>Zav</persName> is elected <rs type="role">Shah</rs>	<xref n="9.1.1"/>		9
10.1.1	How <persName>Garshasp</persName> suceeeded to the Throne and died, and how <persName>Afrasiyab</persName> invaded <placeName>Iran</placeName>.	<xref n="10.1.1"/>		10
10.1.2	How <persName>Rustam</persName> caught <rs type="horse">Rakhsh</rs>	RUSTEM S’EMPARE DE RAKSCH.	1.354	10
10.1.3	How <persName>Zal</persName> led the Host against <persName>Afrasiyab</persName>	ZAL CONDUIT SON ARMÉE CONTRE AFRASIAB.	1.357	10
10.1.4	How <persName>Rustam</persName> brought <persName>Kai Kubad</persName>  from <placeName>Mount Alburz</placeName>	RUSTEM AMÈNE KEÏKOBAD DU MONT ALBORZ.	1.359	10
11.1.1	How <persName>Kai Kubad</persName> ascended the Throne and warred against <placeName>Turan</placeName>	<xref n="11.1.1"/>		11
11.1.2	How <persName>Rustam</persName> fought with <persName>Afrasiyab</persName>	RUSTEM COMBAT AFRASIAB.	1.369	11
11.1.3	How <persName>Afrasiyab</persName> came to his Father	AFRASIAB SE REND AUPRÈS DE SON PÈRE.	1.372	11
11.1.4	How <persName>Pashang</persName> sued to <persName>Kai Kubad</persName> for Peace	PESCHENG DEMANDE LA PAIX À KEÏKOBAD.	1.376	11
11.1.5	How <persName>Kai Kubad</persName> came to <placeName>Istakhr</placeName> of <placeName>Pars</placeName>	KEÏKOBAD SE REND À ISTAKHER, DANS LE FARS.	1.381	11
12.1.1	The Prelude	<xref n="12.1.1"/>		12
12.1.2	How <persName>Kaus</persName> sat upon the Throne and was tempted to invade <placeName>Mazandaran</placeName>	<xref n="12.1.2"/>		12
12.1.3	How <persName>Zal</persName> gave Counsel to <persName>Kaus</persName>	ZAL DONNE CONSEIL À KAOUS.	1.391	12
12.1.4	How <persName>Kaus</persName> went to <placeName>Mazandaran</placeName>	KAOUS PART POUR LE MAZENDERAN.	1.395	12
12.1.5	The Message of <persName>Kai Kaus</persName> to <persName>Zal</persName> and <persName>Rustam</persName>	MESSAGE DE KAOUS POUR ZAL ET POUR RUSTEM.	1.4	12
12.1.6	The First Course: How <rs type="horse">Rakhsh</rs> fought with a Lion	Ire AVENTURE. —— RAKSCH COMBAT UN LION.	1.404	12
12.1.7	The second course: How <persName>Rustam</persName> found a Spring	II° AVENTURE. —— RUSTEM TROUVE UNE SOURCE.	1.406	12
12.1.8	The third course: how <persName>Rustam</persName> fought with a <rs type="mythologicalcreature">Dragon</rs>	IIIe AVENTURE. —— RUSTEM COMBAT UN DRAGON.	1.409	12
12.1.9	The fourth course: how <persName>Rustam</persName> slew a Witch	IVe AVENTURE. — RUSTEM TUE UNE MAGICIENNE.	1.412	12
12.1.10	The fifth course: How <persName>Rustam</persName> took <rs type="divinity">Ulad</rs> captive	Ve AVENTURE. — AULAD TOMBE AU-POUVOIR DE RUSTE.	1.414	12
12.1.11	The sixth course: <persName>Rustam</persName> fought with the <rs type="divinity">Div</rs> <rs type="divinity">Arzhang</rs>	VIe AVENTURE. —— COMBAT DE RUSTEM CONTRE LE DIV ARZENG.	1.421	12
12.1.12	The seventh course: how <persName>Rustam</persName> slew the White <rs type="divinity">Div</rs>	VIIe AVENTURE. — RUSTEM TUE LE DIV BLANC.	1.424	12
12.1.13	How <persName>Kaus</persName> wrote to the King of <placeName>Mazandaran</placeName>	KAOUS ÉCRIT UNE LETTRE AU ROI DU MAZENDERAN.	1.43	12
12.1.14	How <persName>Rustam</persName> went on an Embassy to the King of <placeName>Mazandaran</placeName>	RUSTEM VA CHÉZ LE ROI DU MAZENDERAN AVEC UN MESSAGE.	1.434	12
12.1.15	How <persName>Kaus</persName> fought with the King of <placeName>Mazandaran</placeName>	COMBAT DE KAOUS CONTRE LE ROI1 DU MAZENDERAN.	1.439	12
12.1.16	How <persName>Kaus</persName> returned to the Land of <placeName>Iran</placeName> and <sic>farewelled</sic> <persName>Rustam</persName>	KAOUS RETOURNE DANS L'IRAN ET CONGÉDIE RUSTEM.	1.448	12
12.2.1	How <persName>Kai Kaus</persName> warred with the King of <placeName>Hamavaran</placeName>	guerre contre le roi du <placeName>Hamaveran</placeName>.	1.451	12
12.2.2	How <persName>Kaus</persName> asked to Wife <persName>Sudaba</persName>, the Daughter of the King of <placeName>Hamavaran</placeName>	<persName>Kaous</persName> demande en mariage <persName>Soudabeh</persName>, fille du roi du <placeName>Hamaveran</placeName>.	2.7	12
12.2.3	How the King of <placeName>Hamavaran</placeName> made <persName>Kaus</persName> Prisoner	le roi du <placeName>Hamaveran</placeName> s’empare de <persName>Kaous</persName>.	2.1	12
12.2.4	How <persName>Afrasiyab</persName> invaded the Land of <placeName>Iran</placeName>	<persName>Afrasiab</persName> attaque le pays d’<placeName>Iran</placeName>.	2.14	12
12.2.5	How <persName>Rustam</persName> sent a Message to the King of <placeName>Hamavaran</placeName>	<persName>Rustem</persName> envoie un message au roi du <placeName>Hamaveran</placeName>.	2.17	12
12.2.6	How <persName>Rustam</persName> fought with Three Kings and delivered <persName>Kaus</persName>	<persName>Rustem</persName> combat les trois rois et délivre <persName>Kaous</persName> de prison.	2.21	12
12.2.7	How <persName>Kaus</persName> sent a Message to <persName>Afrasiyab</persName>	<persName>Kaous</persName> envoie des messages au <rs type="ruler">Kaïsar</rs> de <placeName>Roum</placeName> et à <persName>Afrasiab</persName>.	2.25	12
12.2.8	How <persName>Kaus</persName> ordered the World	<persName>Kaous</persName> rétablit l’ordre dans le monde.	2.3	12
12.2.9	How <persName>Kaus</persName>, beguiled by <rs type="divinity">Iblis</rs>, ascended the Sky	<persName>Kaous</persName> est tenté par <rs type="divinity">Iblis</rs>, et vole vers le ciel.	2.31	12
12.2.10	How <persName>Rustam</persName> brought back <persName>Kaus</persName>	<persName>Rustem</persName> ramène <persName>Kaous</persName>.	2.34	12
12.2.11	How <persName>Rustam</persName> went with the Seven Warriors to the Hunting-ground of <persName>Afrasiyab</persName>	le combat des sept héros.	2.38	12
12.2.12	How <persName>Rustam</persName> fought with the <rs type="ethnic">Turanians</rs>	<persName>Rustem</persName> combat les <rs type="ethnic">Touraniens</rs>.	2.44	12
12.2.13	How <persName>Pilsam</persName> fought with the <rs type="ethnic">Iranians</rs>	combat de <persName>Pilsem</persName> contre les <rs type="ethnic">Iraniens</rs>.	2.46	12
	<pb n="2.114"/>	combat d’<persName>Alkous</persName>.	2.5	12
12.2.14	How <persName>Afrasiyab</persName> fled from the Battlefield	<persName>Afrasiab</persName> s’enfuit du champ de bataille.	2.52	12
12.3.1	The Prelude	<xref n="12.3.1"/>	2.54	12
12.3.2	How <persName>Rustam</persName> went to the Chase	<persName>Rustem</persName> va à la chasse.	2.56	12
12.3.3	How <persName>Rustam</persName> came to the City of <placeName>Samangan</placeName>	<persName>Rustem</persName> arrive dans la ville de <placeName>Semengan</placeName>.	2.58	12
12.3.4	How <persName>Tahmina</persName>, the Daughter of the King of <placeName>Samangan</placeName>, came to <persName>Rustam</persName>	<persName>Tehmimeh</persName>, fille du roi de <placeName>Semengan</placeName>, va trouver <persName>Rustem</persName>.	2.6	12
12.3.5	The Birth of <persName>Suhrab</persName>	naissance de <persName>Sohrab</persName>.	2.64	12
12.3.6	How <persName>Suhrab</persName> chose his Charger	<persName>Sohrab</persName> choisit un cheval.	2.66	12
12.3.7	How <persName>Afrasiyab</persName> sent <persName>Bahman</persName> and <persName>Human</persName> to <persName>Suhrab</persName>	<persName>Afrasiab</persName> envoie <persName>Bahman</persName> et <persName>Houman</persName> auprès de <persName>Sohrab</persName>.	2.69	12
12.3.8	How <persName>Suhrab</persName> came to <placeName>White Castle</placeName>	<persName>Sohrab</persName> arrive au château blanc.	2.71	12
12.3.9	How <persName>Suhrab</persName> fought with <persName>Gurdafrid</persName>	<persName>Sohrab</persName> combat <persName>Gurdaferid</persName>.	2.73	12
12.3.10	The Letter of <persName>Gazhdaham</persName> to <persName>Kaus</persName>	lettre de <persName>Guzdehem</persName> à <persName>Kaous</persName>.	2.79	12
12.3.11	How <persName>Suhrab</persName> took <placeName>White Castle</placeName>	<persName>Sohrab</persName> s’empare du château blanc.	2.82	12
12.3.12	How <persName>Kaus</persName> wrote to <persName>Rustam</persName> and summoned him from <placeName>Zabulistan</placeName>	<persName>Kaous</persName> écrit à <persName>Rustem</persName> et le fait venir du <placeName>Zaboulistan</placeName>.	2.83	12
12.3.13	How <persName>Kaus</persName> was wroth with <persName>Rustam</persName>	<persName>Kaous</persName> se met en colère contre <persName>Rustem</persName>.	2.89	12
12.3.14	How <persName>Kaus</persName> and <persName>Rustam</persName> led forth the Host	<persName>Kaous</persName> et <persName>Rustem</persName> se mettent en campagne.	2.97	12
12.3.15	How <persName>Rustam</persName> slew <persName>Zhanda Razm</persName>	<persName>Rustem</persName> tue <persName><persName>Zendeh</persName> <persName>Rezm</persName></persName>.	2.99	12
12.3.16	How <persName>Suhrab</persName> asked <persName>Hajir</persName> the Names of the Chiefs of <placeName>Iran</placeName>	<persName>Sohrab</persName> demande à <persName>Hedjir</persName> les noms des chefs des <rs type="ethnic">Iraniens</rs>.	2.103	12
12.3.17	How <persName>Suhrab</persName> attacked the Army of <persName>Kaus</persName>	<persName>Sohrab</persName> attaque l’armée de <persName>Kaous</persName>.	2.112	12
12.3.18	How <persName>Rustam</persName> fought with <persName>Suhrab</persName>	combat de <persName>Rustem</persName> contre <persName>Sohrab</persName>.	2.117	12
12.3.19	How <persName>Rustam</persName> and <persName>Suhrab</persName> returned to Camp	<persName>Sohrab</persName> et <persName>Rustem</persName> retournent à leurs camps.	2.12	12
12.3.20	How <persName>Suhrab</persName> overthrew <persName>Rustam</persName>	<persName>Sohrab</persName> jette <persName>Rustem</persName> par terre.	2.126	12
12.3.21	How <persName>Suhrab</persName> was slain by <persName>Rustam</persName>	<persName>Sohrab</persName> est frappé à mort par <persName>Rustem</persName>.	2.132	12
12.3.22	How <persName>Rustam</persName> asked <persName>Kaus</persName> for an Elixir	<persName>Rustem</persName> demande un baume à <persName>Kaous</persName>.	2.14	12
12.3.23	How <persName>Rustam</persName> lamented for <persName>Suhrab</persName>	<corr>lamentation</corr> de <persName>Rustem</persName> sur la mort de <persName>Sohrab</persName>.	2.141	12
12.3.24	How <persName>Rustam</persName> returned to <placeName>Zabulistan</placeName>	retour de <persName>Rustem</persName> dans le <placeName>Zaboulistan</placeName>.	2.146	12
12.3.25	How <persName>Suhrab</persName>’s Mother received the Tidings of his Death	la mère de <persName>Sohrab</persName> apprend sa mort.	2.149	12
12.4.1	The Prelude	<xref n="12.4.1"/>	2.153	12
12.4.2	The Story of the Mother of <persName>Siyawush</persName>	histoire de la mère de <persName>Siawusch</persName>.	2.155	12
12.4.3	The Birth of <persName>Siyawush</persName>	naissance de <persName>Siawusch</persName>.	2.158	12
12.4.4	How <persName>Siyawush</persName> arrived from <placeName>Zabulistan</placeName>	<persName>Siawusch</persName> revient du <placeName>Zaboulistan</placeName>.	2.161	12
12.4.5	The Death of the Mother of <persName>Siyawush</persName>	la mère de <persName>Siawusch</persName> meurt.	2.163	12
12.4.6	How <persName>Sudaba</persName> fell in Love with <persName>Siyawush</persName>	<persName>Soudabeh</persName> devient amoureuse de <persName>Siawusch</persName>.	2.164	12
12.4.7	How <persName>Siyawush</persName> visited <persName>Sudaba</persName>	<persName>Siawusch</persName> se rend chez <persName>Soudabeh</persName>.	2.167	12
12.4.8	How <persName>Siyawush</persName> visited the Bower the second Time	seconde visite de <persName>Siawusch</persName> dans l’appartement des femmes.	2.172	12
12.4.9	How <persName>Siyawush</persName> visited the Bower the third Time	troisième visite de <persName>Siawusch</persName> dans l’appartement des femmes.	2.177	12
12.4.10	How <persName>Sudaba</persName> beguiled <persName>Kaus</persName>	<persName>Soudabeh</persName> trompe le roi.	2.179	12
12.4.11	How <persName>Sudaba</persName> and a Sorceress devised a Scheme	<persName>Soudabeh</persName> complote avec une magicienne.	2.182	12
12.4.12	How <persName>Kaus</persName> inquired into the Matter of the Babes	<persName>Kaous</persName> s’informe de l’origine de ces enfants.	2.184	12
12.4.13	How <persName>Siyawush</persName> passed through the Fire	<persName>Siawusch</persName> traverse le feu.	2.188	12
12.4.14	How <persName>Siyawush</persName> begged <persName>Sudaba</persName>’s Life of his Father	<persName>Siawusch</persName> demande à son père la grâce de <persName>Soudabeh</persName>.	2.192	12
12.4.15	How <persName>Kaus</persName> heard of the Coming of <persName>Afrasiyab</persName>	<persName>Kaous</persName> apprend qu’ <persName>Afrasiab</persName> s’est mis en marche.	2.195	12
12.4.16	How <persName>Siyawush</persName> led forth the Host	<persName>Siawusch</persName> entre en campagne.	2.198	12
12.4.17	The Letter of <persName>Siyawush</persName> to <persName>Kai Kaus</persName>	lettre de <persName>Siawusch</persName> à <persName>Kaous</persName>.	2.201	12
12.4.18	The Answer of <persName>Kai Kaus</persName> to the Letter of <persName>Siyawush</persName>	réponse de <persName>Kaous</persName> à la lettre de <persName>Siawusch</persName>.	2.202	12
12.4.19	How <persName>Afrasiyab</persName> had a Dream and was afraid	<persName>Afrasiab</persName> à un rève et en est effrayé.	2.205	12
